Ticker,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,Price,Change,Change from Open,Gap,Volume
TECK,0.79,1.32,0.0204,0.0059,-0.1533,-0.32789999999999997,0.2846,53.14,36.38,0.025699999999999997,3.50%,-0.009000000000000001,1337820.0
TEL,1.22,3.62,0.021,0.0941,0.0724,-0.0358,0.3605,61.26,158.23,-0.0043,1.84%,-0.0223,618794.0
TEM,,5.5,0.0287,0.17739999999999997,0.1791,-0.331,1.6728,54.96,61.18,0.0326,6.66%,-0.0319,7028795.0
TER,1.69,2.92,-0.017,-0.0246,-0.30210000000000004,-0.5272,0.1732,44.71,77.16,-0.0169,0.98%,-0.0265,826266.0
TEVA,0.61,0.66,0.0126,0.0851,-0.0374,-0.25980000000000003,0.3539,55.88,16.88,-0.0037,1.85%,-0.0218,3362487.0
TFC,0.82,1.07,-0.0115,0.0062,-0.0861,-0.19870000000000002,0.17129999999999998,48.23,39.31,-0.0046,2.10%,-0.025099999999999997,2843854.0
TGT,1.23,3.5,-0.0172,-0.0325,-0.2707,-0.4335,0.0857,45.52,94.83,-0.0024,1.82%,-0.0202,4372659.0
THC,1.64,5.74,0.0647,0.1948,0.1371,-0.044000000000000004,0.4902,67.1,163.66,0.0144,2.70%,-0.0123,562188.0
TJX,0.92,2.71,-0.023700000000000002,0.0121,0.0492,-0.06559999999999999,0.27940000000000004,44.19,126.94,-0.0204,-0.83%,-0.012199999999999999,4262897.0
TKO,0.72,4.58,-0.0304,0.0231,0.13140000000000002,-0.11699999999999999,0.5695,48.0,158.15,0.0123,1.47%,-0.0024,624195.0
TLN,1.48,9.71,0.0492,0.1379,0.2353,-0.0555,1.4742,63.51,243.71,0.0213,2.24%,-0.0011,216812.0
TME,0.49,0.68,0.1502,0.23550000000000001,0.4218,0.0084,0.8539,75.32,17.44,0.0304,2.98%,0.0006,3936281.0
TMO,0.79,13.59,-0.0481,-0.1207,-0.2641,-0.3725,0.0089,36.0,393.97,-0.0163,0.05%,-0.0167,1341058.0
TMUS,0.64,5.93,-0.0038,-0.0394,0.0458,-0.1225,0.47759999999999997,45.87,242.63,0.0075,0.67%,0.0008,1910823.0
TOL,1.36,3.31,-0.0019,0.017,-0.1977,-0.38689999999999997,0.19920000000000002,50.84,103.93,-0.002,1.18%,-0.013600000000000001,820265.0
TOST,2.03,1.64,0.06480000000000001,0.16670000000000001,0.2445,-0.06280000000000001,1.0027,63.56,42.7,0.0004,1.66%,-0.0159,2114561.0
TPG,1.54,1.99,-0.0339,-0.0051,-0.1759,-0.354,0.2565,45.22,47.15,0.0033,2.49%,-0.021099999999999997,813312.0
TPR,1.48,2.66,-0.002,0.0729,0.2507,-0.1506,1.1903,52.63,77.17,-0.0231,0.79%,-0.0308,1601102.0
TRGP,1.1,5.7,-0.0253,-0.08869999999999999,-0.0926,-0.2664,0.4105,40.77,160.3,0.0076,1.67%,-0.009000000000000001,643225.0
TRMB,1.68,1.82,0.0435,0.08449999999999999,0.06860000000000001,-0.0915,0.4526,63.51,70.66,-0.0018,1.64%,-0.0179,357817.0
TROW,1.52,2.24,-0.0014000000000000002,0.023799999999999998,-0.1211,-0.258,0.1991,49.81,93.35,-0.0118,0.91%,-0.0206,441634.0
TRP,0.81,1.03,0.008100000000000001,0.0316,0.0861,-0.0208,0.48829999999999996,56.2,50.27,0.0154,1.47%,0.0006,491426.0
TRU,1.65,3.29,-0.0335,0.0165,-0.1063,-0.26039999999999996,0.2608,46.75,83.69,-0.009300000000000001,0.92%,-0.0183,954113.0
TRV,0.54,5.16,0.009899999999999999,0.0387,0.0951,-0.0149,0.3532,58.01,270.92,-0.0006,-0.22%,0.0016,326019.0
TS,1.24,0.81,-0.0321,-0.0694,-0.06269999999999999,-0.2034,0.19510000000000002,38.86,32.56,0.0051,1.20%,-0.0068000000000000005,474891.0
TSCO,0.76,1.4,-0.0236,-0.0338,-0.085,-0.1888,0.0653,42.82,49.91,0.0048,1.42%,-0.009300000000000001,1709684.0
TSLA,2.47,16.16,0.0983,0.2372,0.1452,-0.2986,1.0469,65.67,342.68,0.0048,1.64%,-0.011399999999999999,61430435.0
TSM,1.28,5.74,0.0528,0.1258,0.0404,-0.1507,0.4396,63.67,192.29,-0.0199,0.15%,-0.021400000000000002,6108417.0
TSN,0.59,1.19,-0.0323,-0.0716,-0.081,-0.1759,0.0281,38.19,55.12,-0.0066,-0.05%,-0.0060999999999999995,1196423.0
TT,1.17,9.75,0.043,0.1574,0.1361,-0.0196,0.42579999999999996,72.22,425.09,0.002,1.26%,-0.0105,310268.0
TTD,1.38,3.38,0.1115,0.2713,-0.2391,-0.4757,0.7273000000000001,65.55,74.21,-0.0017000000000000001,2.86%,-0.029500000000000002,2603041.0
TTE,0.58,1.07,-0.009300000000000001,-0.0297,-0.058600000000000006,-0.2076,0.0978,44.62,57.94,-0.0038,0.85%,-0.012199999999999999,787731.0
TTWO,1.04,7.36,-0.0134,0.0373,0.21109999999999998,-0.0635,0.6673,50.91,225.49,-0.0023,-0.19%,-0.0004,900720.0
TU,0.76,0.27,0.0354,0.0764,0.049100000000000005,-0.0683,0.21489999999999998,64.96,16.08,0.0059,-0.16%,0.0075,795039.0
TW,0.84,3.78,0.0216,0.0431,0.1159,-0.044500000000000005,0.4436,58.99,145.85,0.012199999999999999,1.61%,-0.0038,324107.0
TWLO,1.29,3.95,0.0583,0.1481,0.1986,-0.24989999999999998,1.1706,63.77,113.98,-0.016399999999999998,0.31%,-0.0194,769549.0
TXN,0.98,5.9,0.0101,0.0406,-0.0726,-0.20010000000000003,0.2596,51.83,176.29,-0.0218,-0.26%,-0.019299999999999998,3887447.0
TXRH,0.89,4.62,0.0527,0.1045,0.0667,-0.079,0.2759,65.74,189.77,0.0055000000000000005,1.74%,-0.011699999999999999,249269.0
TXT,1.17,1.86,0.0006,0.0331,-0.0775,-0.228,0.2652,52.24,73.0,-0.006500000000000001,1.07%,-0.017,283239.0
UAL,1.44,3.99,-0.0078000000000000005,0.044500000000000005,-0.0391,-0.3569,1.0151000000000001,50.08,74.6,-0.0184,1.13%,-0.029300000000000003,2450187.0
UBER,1.4,3.04,0.021,0.12560000000000002,0.2009,-0.0591,0.6059,59.28,88.07,0.0008,0.85%,-0.0076,10269132.0
UBS,1.17,0.68,0.0064,0.0431,0.0222,-0.098,0.2557,53.85,31.82,-0.0092,0.96%,-0.0187,1164386.0
UDR,0.83,0.95,-0.0592,-0.0652,-0.0891,-0.1704,0.07690000000000001,35.46,39.43,-0.0168,-1.39%,-0.003,1158790.0
UL,0.42,0.9,0.014199999999999999,0.036699999999999997,0.055099999999999996,-0.0335,0.19,58.62,63.67,0.005600000000000001,0.50%,0.0006,808058.0
UMC,1.09,0.2,0.0397,0.11289999999999999,0.09210000000000002,-0.1278,0.3993,63.75,7.85,-0.0273,0.38%,-0.031,5536655.0
UNH,0.48,20.21,-0.1711,-0.3471,-0.44299999999999995,-0.5339,0.1812,26.84,293.98,-0.0091,-0.67%,-0.0024,11614049.0
UNM,0.42,1.82,-0.002,0.0101,0.1319,-0.0545,0.6511,50.81,79.88,0.0031,1.38%,-0.0105,312007.0
UNP,1.06,4.66,0.0049,-0.0078000000000000005,-0.0605,-0.1378,0.0872,48.65,222.51,-0.0016,1.08%,-0.0123,1076360.0
UPS,1.2,2.5,-0.015300000000000001,-0.0591,-0.20920000000000002,-0.354,0.056900000000000006,42.79,95.7,-0.0131,0.21%,-0.0152,1449525.0
USB,1.02,1.02,0.01,0.0424,-0.061500000000000006,-0.20370000000000002,0.22190000000000001,54.31,42.99,-0.0031,1.81%,-0.0209,2598037.0
USFD,1.43,1.79,0.062,0.1361,0.1648,-0.0246,0.5236,70.0,76.25,0.0048,1.36%,-0.0087,772678.0
V,0.94,6.79,0.0042,0.037200000000000004,0.1266,-0.038900000000000004,0.40399999999999997,54.4,354.8,-0.0089,-0.09%,-0.008,2408968.0
VALE,0.82,0.22,0.0051,0.0022,-0.0246,-0.2122,0.1912,51.19,9.6,0.0016,1.53%,-0.013600000000000001,19242216.0
VEEV,0.93,6.1,-0.015300000000000001,0.0124,0.0529,-0.09949999999999999,0.36950000000000005,48.57,233.16,-0.0101,0.33%,-0.013300000000000001,387174.0
VG,,0.76,0.1963,0.1991,-0.0519,-0.5504,0.6984999999999999,67.8,11.47,0.044199999999999996,5.67%,-0.0118,3524720.0
VICI,0.73,0.56,-0.0097,-0.011699999999999999,-0.0068000000000000005,-0.0834,0.1417,46.32,31.39,0.0060999999999999995,0.38%,0.0022,2154035.0
VIK,2.25,1.81,0.0015,0.0636,0.0524,-0.1734,0.5321,52.03,43.92,0.0175,3.72%,-0.019,1277820.0
VLO,0.96,4.21,0.0291,0.051,-0.025099999999999997,-0.233,0.2999,56.34,128.69,-0.0002,1.54%,-0.0154,1036702.0
VLTO,1.24,2.1,0.0265,0.0556,-0.0212,-0.1247,0.2003,61.46,100.66,-0.0032,0.71%,-0.0102,328809.0
VMC,0.85,6.13,0.0088,0.0788,0.0492,-0.0971,0.2523,58.38,269.34,-0.0086,0.37%,-0.012199999999999999,326438.0
VOD,0.52,0.23,0.0821,0.1112,0.13470000000000001,-0.016,0.3038,69.2,10.43,-0.0104,-0.29%,-0.0076,20101840.0
VRT,1.71,4.86,0.0626,0.223,0.0278,-0.32780000000000004,0.9545,64.24,104.76,0.0054,3.35%,-0.0273,2474418.0
VRTX,0.43,13.56,-0.044800000000000006,-0.09,-0.0698,-0.16329999999999997,0.15109999999999998,39.21,434.96,0.0021,1.76%,-0.0152,583274.0
VST,1.22,7.08,0.09029999999999999,0.2254,0.214,-0.2061,1.3859000000000001,66.3,158.66,0.0255,1.34%,0.011899999999999999,4219400.0
VTR,0.92,1.35,-0.0256,-0.0408,0.0078000000000000005,-0.102,0.38189999999999996,41.36,64.08,0.0068000000000000005,0.17%,0.005,605598.0
VZ,0.38,0.84,-0.0018,-0.005699999999999999,0.025699999999999997,-0.0836,0.15460000000000002,49.28,43.4,0.0062,-0.17%,0.0079,5997582.0
WAB,1.12,4.64,0.022000000000000002,0.0818,0.07400000000000001,-0.051,0.3553,61.03,200.12,-0.0003,1.40%,-0.0141,195452.0
WBD,1.48,0.41,0.0144,-0.0178,-0.023700000000000002,-0.2902,0.3577,51.1,9.02,-0.0006,1.86%,-0.018799999999999997,14781903.0
WCN,0.62,3.6,0.0113,0.016200000000000003,0.0604,-0.0259,0.22519999999999998,55.66,196.43,0.0078000000000000005,0.41%,0.0037,370322.0
WDAY,1.27,8.34,-0.0694,-0.0151,-0.0407,-0.1816,0.20420000000000002,39.56,240.61,-0.11560000000000001,-0.41%,-0.11199999999999999,7087912.0
WDC,1.48,1.72,0.0774,0.1934,0.058899999999999994,-0.1857,0.7404999999999999,71.3,50.18,0.0068000000000000005,1.95%,-0.0124,2076972.0
WDS,0.67,0.32,0.0333,0.0349,-0.096,-0.3084,0.2389,58.33,13.95,0.0131,1.60%,-0.0029,217495.0
WEC,0.44,1.97,-0.0073,-0.0063,0.0673,-0.0414,0.3734,48.65,106.4,0.0086,0.06%,0.008100000000000001,742671.0
WELL,0.92,3.23,0.0008,0.0078000000000000005,0.0962,-0.0593,0.4949,52.03,149.15,0.015300000000000001,0.67%,0.0086,1122650.0
WES,1.1,1.05,0.0254,0.005699999999999999,-0.0021,-0.09970000000000001,0.161,54.17,39.01,0.0083,0.96%,-0.0013,489816.0
WFC,1.15,1.83,-0.0085,0.0374,0.0727,-0.1036,0.4567,51.77,73.06,-0.0046,1.47%,-0.0189,4165588.0
WIT,1.03,0.07,-0.0109,-0.0171,-0.11900000000000001,-0.2427,0.1277,45.66,2.87,0.006999999999999999,0.70%,0.0,2072914.0
WM,0.66,4.22,0.023399999999999997,0.0322,0.085,-0.0106,0.20440000000000003,61.0,236.78,0.0148,0.33%,0.0115,688956.0
WMB,0.67,1.49,0.0029,0.0055000000000000005,0.0889,-0.046900000000000004,0.47369999999999995,52.44,58.77,0.0177,1.85%,-0.0009,2971301.0
WMG,1.26,0.73,-0.0733,-0.11359999999999999,-0.1509,-0.2818,0.0106,31.68,26.32,0.009399999999999999,1.37%,-0.0042,516568.0
WMT,0.69,2.23,-0.0102,0.0434,0.09,-0.0863,0.49950000000000006,51.77,96.21,0.0029,0.91%,-0.0062,7126983.0
WPC,0.83,1.23,-0.0042,-0.002,0.0329,-0.0785,0.15130000000000002,49.58,60.91,0.0115,1.10%,0.0005,542729.0
WPM,0.45,2.72,0.058600000000000006,0.0924,0.3044,-0.0051,0.6738,61.53,86.97,0.0285,0.88%,0.0195,816156.0
WRB,0.42,1.4,0.0095,0.0542,0.1844,-0.0433,0.4551,58.56,73.07,0.012199999999999999,1.49%,-0.0026,516164.0
WSM,1.48,7.39,-0.0282,0.0049,-0.0374,-0.2783,0.2668,45.63,158.77,-0.0101,0.40%,-0.0141,1004447.0
WTRG,0.81,0.92,-0.024900000000000002,-0.0207,0.0076,-0.0742,0.16579999999999998,44.98,38.68,0.0032,-0.41%,0.0073,405687.0
WY,1.17,0.65,-0.0319,-0.0643,-0.1564,-0.2605,0.044000000000000004,40.06,25.16,-0.0036,0.68%,-0.0103,1131729.0
X,1.8,1.81,0.1018,0.1153,0.2237,0.0132,0.7384000000000001,67.25,46.79,0.0907,5.74%,0.0315,9745235.0
XEL,0.38,1.64,-0.013500000000000002,-0.006999999999999999,0.0369,-0.0536,0.3362,46.64,69.44,0.0033,0.01%,0.0032,1298190.0
XOM,0.47,2.34,-0.0304,-0.0528,-0.0866,-0.1843,0.0537,38.44,103.05,0.0008,0.69%,-0.0060999999999999995,5487964.0
XPEV,2.61,1.09,0.0004,-0.0101,0.3618,-0.26289999999999997,2.0333,49.37,20.02,-0.023399999999999997,0.15%,-0.024900000000000002,5994183.0
XPO,1.99,4.96,0.0219,0.09369999999999999,-0.0441,-0.2683,0.385,54.13,117.81,-0.008199999999999999,1.74%,-0.0252,444781.0
XYL,1.13,2.44,0.0053,0.0504,-0.0060999999999999995,-0.1474,0.23800000000000002,55.61,124.39,-0.006999999999999999,0.66%,-0.013600000000000001,394690.0
XYZ,2.76,2.85,0.0699,0.0559,-0.1761,-0.4081,0.3271,56.68,58.75,0.0069,3.78%,-0.0298,4811291.0
YMM,0.19,0.52,-0.0653,-0.0621,0.0738,-0.19829999999999998,0.6667000000000001,40.31,11.1,-0.0036,0.91%,-0.0126,4791797.0
YPF,1.86,1.64,0.09970000000000001,0.0956,0.1276,-0.23010000000000003,1.2570000000000001,62.34,36.52,0.011000000000000001,4.01%,-0.027999999999999997,442621.0
YUM,0.75,2.71,-0.0125,-0.0265,0.039900000000000005,-0.1074,0.1935,44.91,145.77,0.0018,0.38%,-0.0019,352513.0
YUMC,0.27,1.37,-0.0351,-0.08839999999999999,-0.0449,-0.2069,0.5025,40.96,42.82,0.0070999999999999995,1.98%,-0.0125,1673164.0
Z,2.14,2.27,-0.024,-0.018000000000000002,-0.045899999999999996,-0.26030000000000003,0.6931999999999999,46.15,66.12,0.0168,2.61%,-0.0091,1030457.0
ZBH,0.74,2.7,-0.044199999999999996,-0.0989,-0.12990000000000002,-0.22469999999999998,0.026600000000000002,36.91,92.31,0.006999999999999999,1.64%,-0.009300000000000001,768176.0
ZM,0.72,1.96,0.0012,0.0575,0.0622,-0.1303,0.46590000000000004,55.07,80.71,-0.0166,-0.36%,-0.013000000000000001,1694586.0
ZS,1.05,6.95,0.0673,0.1815,0.2937,0.0026,0.6634,75.56,255.25,0.0096,2.14%,-0.0115,1203668.0
ZTO,-0.18,0.62,-0.0781,-0.1024,-0.16870000000000002,-0.3815,0.040999999999999995,35.73,17.01,0.0059,0.65%,-0.0006,1149633.0
ZTS,0.93,4.22,0.0199,0.0297,-0.0601,-0.1912,0.1598,55.3,162.02,0.0003,0.92%,-0.0088,1253226.0
